Period (sec),RSN-161 SRSS pSa (g),RSN-548 SRSS pSa (g),RSN-806 SRSS pSa (g),RSN-2507 SRSS pSa (g),RSN-4879 SRSS pSa (g),RSN-1410 SRSS pSa (g),RSN-1640 SRSS pSa (g),RSN-1810 SRSS pSa (g),RSN-1825 SRSS pSa (g),RSN-5790 SRSS pSa (g),RSN-6901 SRSS pSa (g),,,,,,,,,,,,,,,,,,,,,,
8,0.02790893,0.00383255,0.03783651,0.03549197,0.00898332,0.04631022,0.00582736,0.04800381,0.05584198,0.00487873,0.00434725,,,,,,,,,,,,,,,,,,,,,,
8.5,0.02370985,0.00331165,0.03111679,0.02866381,0.0074596,0.04150052,0.00494841,0.04349047,0.04795856,0.00429386,0.00404671,,,,,,,,,,,,,,,,,,,,,,
9,0.02344791,0.00288987,0.02647374,0.02305412,0.00655846,0.03571912,0.00433027,0.03913849,0.04068805,0.00378745,0.00391526,,,,,,,,,,,,,,,,,,,,,,
9.5,0.02247573,0.00250258,0.02228268,0.01848608,0.0061918,0.03271241,0.00385094,0.03464272,0.03392267,0.00333824,0.00370699,,,,,,,,,,,,,,,,,,,,,,
10,0.01971487,0.00223666,0.02011373,0.01479606,0.00581521,0.02994851,0.00344459,0.03148607,0.02861675,0.00286681,0.0034295,,,,,,,,,,,,,,,,,,,,,,
11,0.01571466,0.00181146,0.01564533,0.01165762,0.0046306,0.02846473,0.00280129,0.02647178,0.02238425,0.00242604,0.00292601,,,,,,,,,,,,,,,,,,,,,,
12,0.01162893,0.00149221,0.01202598,0.00937048,0.00348193,0.02319068,0.00231824,0.02229419,0.01819143,0.00208768,0.00234901,,,,,,,,,,,,,,,,,,,,,,
13,0.00918688,0.00124815,0.00918955,0.00752274,0.00274373,0.02059017,0.00194422,0.01824986,0.01460589,0.00169307,0.00186484,,,,,,,,,,,,,,,,,,,,,,
14,0.00731411,0.00105828,0.00734838,0.00608665,0.00209767,0.01723831,0.00165196,0.01446689,0.01186426,0.00138564,0.00169394,,,,,,,,,,,,,,,,,,,,,,
15,0.00617856,0.00090812,0.00609939,0.00499147,0.00170603,0.01443338,0.00142333,0.01132768,0.0093015,0.00114743,0.00158307,,,,,,,,,,,,,,,,,,,,,,
20,0.00318814,0.00048445,0.00284363,0.00240918,0.00093212,0.00754172,0.0008021,0.00603278,0.00392994,0.00056087,0.0008117,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 -- Unscaled Horizontal & Vertical Spectra, as recorded --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period (sec),RSN-161 Horizontal-1 pSa (g),RSN-161 Horizontal-2 pSa (g),RSN-161 Vertical pSa (g),RSN-548 Horizontal-1 pSa (g),RSN-548 Horizontal-2 pSa (g),RSN-548 Vertical pSa (g),RSN-806 Horizontal-1 pSa (g),RSN-806 Horizontal-2 pSa (g),RSN-806 Vertical pSa (g),RSN-2507 Horizontal-1 pSa (g),RSN-2507 Horizontal-2 pSa (g),RSN-2507 Vertical pSa (g),RSN-4879 Horizontal-1 pSa (g),RSN-4879 Horizontal-2 pSa (g),RSN-4879 Vertical pSa (g),RSN-1410 Horizontal-1 pSa (g),RSN-1410 Horizontal-2 pSa (g),RSN-1410 Vertical pSa (g),RSN-1640 Horizontal-1 pSa (g),RSN-1640 Horizontal-2 pSa (g),RSN-1640 Vertical pSa (g),RSN-1810 Horizontal-1 pSa (g),RSN-1810 Horizontal-2 pSa (g),RSN-1810 Vertical pSa (g),RSN-1825 Horizontal-1 pSa (g),RSN-1825 Horizontal-2 pSa (g),RSN-1825 Vertical pSa (g),RSN-5790 Horizontal-1 pSa (g),RSN-5790 Horizontal-2 pSa (g),RSN-5790 Vertical pSa (g),RSN-6901 Horizontal-1 pSa (g),RSN-6901 Horizontal-2 pSa (g),RSN-6901 Vertical pSa (g)
0.01,0.1655985,0.2197023,0.159,0.2099291,0.1786065,0.132,0.2079873,0.2074399,0.112,0.1221263,0.1457185,0.0703,0.2137209,0.2151612,0.0829,0.1076911,0.1296839,0.0441,0.08956598,0.1369964,0.0356,0.1008037,0.08369997,0.0447,0.05817531,0.07361986,0.0317,0.08401011,0.1439307,0.0449,0.1030303,0.1246235,0.0531
0.02,0.1695103,0.2210696,0.2,0.21409,0.1822384,0.138,0.2122808,0.2074154,0.141,0.1240608,0.146586,0.0721,0.2133489,0.2150388,0.0907,0.107793,0.1300485,0.0443,0.08914307,0.1367598,0.0356,0.1008643,0.08380725,0.0448,0.05785436,0.07321279,0.0318,0.08359184,0.1437017,0.0448,0.1037533,0.1254029,0.0543
0.022,0.1622219,0.2237229,0.201,0.2102273,0.1848808,0.14,0.2107549,0.2089771,0.138,0.1248829,0.1467086,0.0727,0.2142018,0.2156249,0.0961,0.107815,0.130023,0.0442,0.08920237,0.1367697,0.0356,0.1008954,0.08379816,0.0449,0.05795937,0.0732711,0.0317,0.0835908,0.1437534,0.0448,0.1037969,0.125157,0.0562
0.025,0.1730419,0.2244145,0.236,0.2183745,0.1888411,0.139,0.2097184,0.2089564,0.174,0.1251273,0.1472955,0.0732,0.2145267,0.2670486,0.123,0.1086265,0.1301556,0.0443,0.08934078,0.1367763,0.0357,0.1008541,0.08385721,0.0448,0.05798622,0.07328078,0.0319,0.08369308,0.143821,0.0451,0.1036736,0.1257257,0.0604
0.029,0.1784289,0.2238294,0.253,0.246706,0.1903044,0.157,0.2117615,0.2139963,0.208,0.1263921,0.1478764,0.0779,0.2556067,0.2881166,0.183,0.1087138,0.1301929,0.0446,0.0895825,0.1367661,0.0359,0.1010578,0.08373939,0.045,0.05801661,0.07315716,0.0322,0.08395308,0.1437747,0.0454,0.1048435,0.1265221,0.057
0.03,0.1824362,0.2247382,0.244,0.2496547,0.195096,0.158,0.2116943,0.2140091,0.233,0.126223,0.1478709,0.0799,0.2671951,0.3016998,0.201,0.108766,0.1303146,0.0446,0.08966767,0.1367681,0.036,0.1010661,0.08384512,0.0447,0.0580803,0.07325171,0.0322,0.08414321,0.1436792,0.0455,0.1053986,0.1263349,0.0581
0.032,0.197698,0.2234717,0.274,0.2526391,0.1946499,0.159,0.2157394,0.210392,0.248,0.1275167,0.1474668,0.0854,0.2867513,0.3035904,0.221,0.108677,0.1303478,0.0445,0.08990207,0.1367587,0.036,0.1009644,0.0839835,0.0454,0.05823426,0.07346564,0.0323,0.08424136,0.1435737,0.0456,0.1060419,0.1253864,0.0605
0.035,0.2213322,0.2223191,0.319,0.2567959,0.1917556,0.165,0.2241949,0.21446,0.246,0.1273736,0.150425,0.0814,0.3020267,0.3423278,0.221,0.1092726,0.1303085,0.0448,0.09040479,0.1367802,0.0359,0.1009476,0.08397701,0.0462,0.05816818,0.0736832,0.0325,0.08406757,0.1441007,0.0456,0.105602,0.1251805,0.0598
0.036,0.2258352,0.2229234,0.364,0.2551589,0.2054386,0.162,0.2232988,0.2138891,0.253,0.1268118,0.1504302,0.0771,0.3090862,0.3710276,0.22,0.1093503,0.1302982,0.0448,0.09066321,0.1368307,0.0357,0.1009722,0.08413105,0.0466,0.05809915,0.07377356,0.0326,0.08406748,0.1443144,0.0457,0.1056779,0.1259344,0.0602
0.04,0.2281589,0.2286096,0.462,0.2541444,0.2397045,0.189,0.2231774,0.2086132,0.306,0.128008,0.1480442,0.0807,0.3373361,0.4750783,0.25,0.1082253,0.1305814,0.0447,0.08997507,0.1386697,0.0378,0.1009299,0.08404376,0.0458,0.05810741,0.07434259,0.0325,0.08385849,0.1441653,0.0446,0.1048887,0.1246546,0.0687
0.042,0.2341908,0.2276467,0.45,0.2530081,0.2190019,0.207,0.2102784,0.2179595,0.328,0.1268791,0.1507518,0.0791,0.3340418,0.5045866,0.216,0.1085444,0.1306265,0.0449,0.09179904,0.1393973,0.0392,0.1007554,0.08427082,0.047,0.05773887,0.07498463,0.0326,0.08390511,0.143819,0.0447,0.1055928,0.1239705,0.0679
0.044,0.2523042,0.2299642,0.428,0.2474452,0.1979879,0.225,0.2174298,0.2330858,0.322,0.1254383,0.1544725,0.0905,0.3353408,0.4723619,0.224,0.1083789,0.1303793,0.045,0.09283525,0.1396264,0.0399,0.1009833,0.08462172,0.0471,0.05776602,0.07565615,0.0331,0.08403852,0.1436653,0.047,0.1062423,0.1281011,0.0701
0.045,0.2526165,0.2291553,0.391,0.2489426,0.2062187,0.223,0.2256258,0.2349017,0.309,0.1261739,0.1552636,0.094,0.3360631,0.4316138,0.229,0.1080024,0.1301908,0.0452,0.09311096,0.1396146,0.0406,0.1010504,0.08482613,0.047,0.05789398,0.07547154,0.0335,0.08409005,0.1441266,0.0481,0.107004,0.1310181,0.07
0.046,0.2565447,0.2273597,0.344,0.2562613,0.2130633,0.219,0.2337589,0.2346231,0.302,0.1264179,0.1554186,0.0993,0.3310558,0.430097,0.236,0.1079588,0.13008,0.0452,0.09292078,0.1396934,0.0419,0.1010382,0.08480068,0.047,0.05813559,0.07479785,0.0339,0.08421375,0.1445016,0.0487,0.1082131,0.1333157,0.0691
0.048,0.2839912,0.2271462,0.349,0.2701655,0.2308775,0.251,0.2404092,0.2369837,0.32,0.1268904,0.1548195,0.112,0.2993981,0.443275,0.233,0.1085402,0.1299483,0.0451,0.09174555,0.1393879,0.0445,0.1008059,0.08412895,0.047,0.05854195,0.07328075,0.0343,0.08488072,0.1447005,0.0491,0.1085862,0.1359183,0.0657
0.05,0.2825105,0.2382672,0.373,0.2738044,0.249014,0.303,0.241761,0.2427355,0.302,0.1295453,0.1571192,0.111,0.3078278,0.4244928,0.222,0.109278,0.1300971,0.0457,0.08991612,0.1383564,0.0443,0.1010351,0.08472361,0.0505,0.05896498,0.07497145,0.0348,0.0854175,0.1448667,0.0502,0.1060819,0.1378208,0.0616
0.055,0.304974,0.2476738,0.354,0.28864,0.213114,0.309,0.2393505,0.2418381,0.281,0.1276141,0.1655807,0.108,0.3751727,0.41464,0.207,0.1099942,0.1308924,0.0481,0.08992978,0.1389439,0.047,0.101553,0.08551125,0.0576,0.05965461,0.07674696,0.036,0.08595479,0.1463688,0.0553,0.1058741,0.1344646,0.0585
0.06,0.3390524,0.2634428,0.328,0.3156507,0.2376341,0.241,0.2421463,0.2398936,0.289,0.1297879,0.1761898,0.137,0.4058196,0.381275,0.237,0.1103503,0.1308064,0.0469,0.09080841,0.1387228,0.053,0.1017459,0.08687426,0.0512,0.05933017,0.07688119,0.0392,0.08654225,0.1455857,0.0535,0.1108987,0.1597003,0.0617
0.065,0.3625457,0.271959,0.332,0.2810966,0.2942323,0.256,0.2404275,0.2280347,0.385,0.1398654,0.1919856,0.16,0.4281642,0.3481785,0.321,0.1094319,0.1303028,0.0544,0.09195905,0.1401835,0.0583,0.1052987,0.09064034,0.0569,0.05879666,0.077145,0.0398,0.08614112,0.1451878,0.0527,0.1238025,0.1698239,0.0672
0.067,0.377525,0.2780516,0.336,0.2833365,0.3091516,0.237,0.236845,0.2281441,0.38,0.1576368,0.1916223,0.175,0.4282954,0.3808928,0.328,0.1098381,0.1306712,0.0564,0.09180462,0.1400157,0.0568,0.1067867,0.09112097,0.0584,0.06186994,0.082865,0.0436,0.08565824,0.1454603,0.0541,0.1257868,0.1662939,0.0708
0.07,0.3523607,0.2998081,0.392,0.3172815,0.3513807,0.246,0.2499231,0.2345157,0.39,0.1945108,0.2085665,0.208,0.3845977,0.3681724,0.273,0.1093581,0.1305393,0.0579,0.0905379,0.1388501,0.0615,0.1060395,0.08716203,0.0718,0.06538925,0.08803573,0.0467,0.08637547,0.1453395,0.0542,0.1262766,0.1566182,0.0719
0.075,0.3518509,0.311486,0.407,0.3422846,0.4031161,0.228,0.2722298,0.2503722,0.377,0.188176,0.2291235,0.191,0.3306997,0.3272353,0.276,0.1097263,0.1307914,0.063,0.08969834,0.1375945,0.0613,0.1015866,0.09304357,0.0804,0.07151302,0.08784068,0.0489,0.08704521,0.1439361,0.0595,0.1368235,0.1723121,0.0719
0.08,0.2764175,0.3255102,0.564,0.430266,0.3589672,0.249,0.244096,0.2334741,0.24,0.1598949,0.1992168,0.154,0.2944967,0.3081319,0.227,0.1099139,0.1298199,0.0709,0.09262561,0.1396712,0.0702,0.1016702,0.1064262,0.0688,0.07372198,0.08930289,0.0512,0.089403,0.1467874,0.0678,0.135235,0.1760767,0.0721
0.085,0.2460992,0.3364981,0.762,0.526282,0.3407474,0.287,0.2571277,0.2355988,0.261,0.1571058,0.2057051,0.158,0.2693921,0.3793547,0.231,0.1109666,0.1304754,0.0679,0.09409986,0.1389839,0.0612,0.108079,0.110907,0.0656,0.07418532,0.09397563,0.0466,0.08780926,0.1485156,0.0714,0.133922,0.1794002,0.0738
0.09,0.2799984,0.3702057,0.842,0.53659,0.3650459,0.315,0.3219661,0.2597993,0.289,0.1501499,0.2190688,0.128,0.2766889,0.3971259,0.202,0.1109407,0.1305503,0.0693,0.101983,0.1396389,0.0608,0.1154629,0.1034019,0.0728,0.07787241,0.0956456,0.0498,0.09178185,0.1488222,0.081,0.1388435,0.1648154,0.0798
0.095,0.2838184,0.3212224,0.749,0.4712924,0.344516,0.312,0.3006256,0.3134961,0.267,0.1895545,0.2262893,0.128,0.3172965,0.3356067,0.182,0.1117828,0.1302997,0.0813,0.1072657,0.1378186,0.0622,0.1235892,0.1127135,0.0713,0.0845828,0.0840662,0.0501,0.09300362,0.150647,0.092,0.1494946,0.1661729,0.0753
0.1,0.2793033,0.3621275,0.747,0.3865707,0.2945353,0.306,0.3060643,0.3352491,0.277,0.2181035,0.2353058,0.132,0.3474835,0.307461,0.202,0.1097437,0.1322963,0.109,0.1060574,0.1373656,0.0682,0.1197332,0.1187333,0.0769,0.08652091,0.08529177,0.0458,0.09419934,0.1533797,0.0872,0.1361684,0.1828226,0.0791
0.11,0.3572349,0.3129949,0.648,0.485478,0.3500823,0.351,0.3836089,0.3083797,0.205,0.2064391,0.2623492,0.196,0.3658167,0.4001677,0.225,0.1105158,0.1319363,0.0974,0.1064858,0.1541189,0.0571,0.1151009,0.1272302,0.109,0.09250795,0.085982,0.0489,0.0987168,0.1588136,0.0992,0.1443125,0.1927491,0.0766
0.12,0.369357,0.2995113,0.549,0.6101189,0.3662349,0.387,0.4813998,0.3340276,0.236,0.2040891,0.2754745,0.293,0.4194417,0.3775594,0.204,0.1095649,0.1319277,0.099,0.09909233,0.1549093,0.0599,0.1138873,0.1269144,0.112,0.09067541,0.1088695,0.0551,0.1139071,0.1610403,0.102,0.1520085,0.2201095,0.0611
0.13,0.425054,0.3880332,0.397,0.6346785,0.2919391,0.375,0.484434,0.3435595,0.216,0.1920271,0.274765,0.288,0.4650555,0.3178945,0.236,0.1146891,0.1342563,0.0824,0.1233861,0.1545881,0.0681,0.1212678,0.1367612,0.104,0.09105147,0.11353,0.0622,0.124231,0.1617634,0.0816,0.159592,0.2265168,0.071
0.133,0.4183383,0.4100992,0.38,0.6423486,0.2716831,0.413,0.425441,0.3278437,0.229,0.2019206,0.272237,0.254,0.4826716,0.3268116,0.223,0.1135534,0.1344509,0.0846,0.1320612,0.1580455,0.0664,0.1225779,0.1407219,0.0951,0.09456187,0.1148699,0.064,0.1264065,0.1630963,0.0764,0.156806,0.2224124,0.0693
0.14,0.4368937,0.4323094,0.35,0.6994296,0.2895257,0.468,0.3617785,0.3898541,0.226,0.2075215,0.2580986,0.174,0.4524943,0.3512298,0.205,0.1088745,0.1328999,0.115,0.1366844,0.1568161,0.0719,0.1282846,0.1422556,0.0837,0.09312707,0.1045204,0.0693,0.1260067,0.1608496,0.077,0.1377906,0.2248096,0.0754
0.15,0.3913687,0.4261279,0.302,0.7676989,0.362065,0.496,0.3562085,0.4692113,0.195,0.1984691,0.2494689,0.161,0.4309492,0.3295804,0.183,0.1090189,0.1343278,0.116,0.1115928,0.1442808,0.0526,0.169214,0.1342816,0.0814,0.0993304,0.09593926,0.0957,0.1224609,0.1662395,0.0725,0.1411591,0.2371152,0.0738
0.16,0.3547467,0.5535406,0.366,0.7293193,0.3682151,0.373,0.3510908,0.4741098,0.184,0.1885856,0.3189768,0.124,0.4005907,0.341674,0.154,0.1136982,0.1374801,0.104,0.1187645,0.1455035,0.0682,0.1811569,0.1434094,0.0847,0.09755772,0.09757336,0.0831,0.1144153,0.1707426,0.0826,0.1304861,0.2641839,0.0797
0.17,0.3430239,0.6228826,0.435,0.7957316,0.3710793,0.347,0.4072733,0.6037756,0.131,0.1761718,0.3766218,0.111,0.4423174,0.3939036,0.152,0.1207743,0.139148,0.107,0.1226465,0.155028,0.0604,0.2114368,0.1830574,0.0899,0.1182978,0.09607483,0.0747,0.1423653,0.1711524,0.0806,0.1809805,0.36743,0.0896
0.18,0.3073214,0.656732,0.414,0.8513843,0.3756881,0.294,0.4324472,0.738829,0.146,0.1768719,0.3330668,0.11,0.4955659,0.3989605,0.175,0.1311595,0.1363112,0.118,0.1217539,0.1551654,0.0724,0.2140359,0.19738,0.11,0.1009396,0.1075242,0.0827,0.1516146,0.1688734,0.0908,0.178871,0.4384862,0.0885
0.19,0.3581321,0.5996835,0.342,0.8032926,0.3670913,0.252,0.3347923,0.7667282,0.141,0.1836213,0.2714399,0.0992,0.5220026,0.4156699,0.165,0.1252543,0.1408778,0.115,0.1429511,0.1675707,0.0661,0.2408626,0.2241686,0.106,0.1091517,0.09174398,0.0942,0.1515056,0.155665,0.102,0.187676,0.3574435,0.0888
0.2,0.4335264,0.5112725,0.285,0.6716802,0.3795037,0.197,0.3960013,0.80844,0.12,0.1959858,0.274482,0.108,0.5642949,0.3900058,0.161,0.1331409,0.1474557,0.129,0.135706,0.1761085,0.0655,0.2388462,0.2260334,0.0922,0.1072845,0.09028451,0.0861,0.1393571,0.1609682,0.106,0.2254487,0.2819048,0.0899
0.22,0.4803671,0.3908929,0.247,0.430939,0.3888065,0.198,0.4948184,0.7685704,0.126,0.2354541,0.4010204,0.147,0.4910559,0.4918837,0.134,0.1371471,0.1614538,0.121,0.1586681,0.1952756,0.0683,0.236272,0.2514665,0.0861,0.1074445,0.09820972,0.0592,0.1593206,0.177762,0.0955,0.2570356,0.269881,0.0818
0.24,0.5142392,0.4035197,0.214,0.4292828,0.4592207,0.213,0.4710826,0.6654701,0.109,0.2963374,0.4068111,0.107,0.452087,0.5375726,0.138,0.1635602,0.1851276,0.128,0.196337,0.2112329,0.0692,0.2963003,0.2270062,0.0872,0.1136562,0.1251597,0.0484,0.1779369,0.1894825,0.106,0.2931649,0.2929349,0.0958
0.25,0.5710315,0.4234392,0.186,0.3785025,0.4066669,0.188,0.4291475,0.6098736,0.0942,0.3305312,0.4392355,0.0913,0.4398642,0.4991121,0.122,0.1847025,0.2165689,0.122,0.2408818,0.2161476,0.0763,0.2828565,0.178367,0.0891,0.1022239,0.1403502,0.0468,0.1843797,0.1917174,0.123,0.2480102,0.2489025,0.102
0.26,0.6031978,0.515601,0.161,0.3229791,0.3607167,0.161,0.431128,0.638106,0.107,0.3668881,0.4738695,0.0806,0.4121582,0.432738,0.125,0.1898713,0.2456108,0.114,0.2834165,0.2292825,0.0804,0.2790007,0.1551504,0.097,0.0958649,0.1391448,0.0489,0.1850247,0.19401,0.146,0.2442297,0.2364784,0.13
0.28,0.5817453,0.6929947,0.13,0.253068,0.3420643,0.135,0.5039418,0.6285432,0.113,0.3077563,0.4903999,0.0911,0.3534926,0.3433979,0.123,0.1869148,0.2828857,0.114,0.2457288,0.2602899,0.0808,0.2597606,0.1549857,0.0872,0.1064823,0.113503,0.0513,0.2166223,0.2076856,0.119,0.2094748,0.2419295,0.158
0.29,0.5316838,0.7160949,0.14,0.2283536,0.3377178,0.116,0.5030273,0.6048386,0.106,0.2711686,0.4651911,0.0886,0.3519853,0.3364753,0.127,0.1978743,0.3017092,0.127,0.201858,0.2554573,0.0827,0.2483795,0.1746108,0.104,0.1098382,0.1114881,0.0601,0.2312643,0.2225782,0.0933,0.1956421,0.2918507,0.139
0.3,0.4601665,0.699747,0.141,0.255265,0.3452151,0.114,0.4473567,0.6046932,0.0981,0.2683564,0.4369135,0.0864,0.3482156,0.3571257,0.119,0.2022914,0.3112891,0.123,0.1673948,0.2652463,0.0876,0.2297945,0.1927488,0.115,0.1114108,0.1079349,0.0654,0.2466523,0.2291058,0.0937,0.1966675,0.3301428,0.125
0.32,0.3320337,0.6458566,0.134,0.3165773,0.368055,0.123,0.2873869,0.575319,0.0998,0.2993054,0.3994904,0.0947,0.3033618,0.3680314,0.0902,0.2041891,0.3305398,0.111,0.1815811,0.2809569,0.0972,0.2422623,0.1712298,0.141,0.1224502,0.1313317,0.064,0.2317583,0.238948,0.13,0.2719811,0.3488176,0.131
0.34,0.2639532,0.5985392,0.147,0.3272012,0.3688363,0.121,0.2716044,0.5080889,0.107,0.2568453,0.3583257,0.0795,0.2775245,0.354289,0.098,0.2217935,0.2852263,0.105,0.2141121,0.2713047,0.106,0.2547568,0.1838074,0.144,0.1071919,0.1545623,0.0775,0.24006,0.2545787,0.125,0.2921593,0.315814,0.129
0.35,0.2394962,0.5484818,0.142,0.3223017,0.3631352,0.113,0.2611482,0.5252506,0.116,0.2454873,0.3615444,0.0673,0.2810258,0.3535669,0.104,0.2238731,0.2922795,0.0922,0.2285766,0.2701109,0.104,0.2111488,0.1918927,0.131,0.1152224,0.1642777,0.0699,0.2292379,0.2691683,0.129,0.2864428,0.2881459,0.14
0.36,0.217518,0.4833833,0.129,0.3141413,0.3565755,0.108,0.2716017,0.5567786,0.114,0.2526557,0.3738053,0.0598,0.2913334,0.3593581,0.114,0.2155674,0.2884113,0.0925,0.2541509,0.2897567,0.11,0.2007635,0.1999123,0.118,0.1166424,0.1717184,0.0719,0.2350105,0.2793843,0.129,0.2839584,0.3068693,0.144
0.38,0.1757056,0.4442164,0.113,0.2836173,0.3347417,0.14,0.3162535,0.5221463,0.119,0.2946577,0.381516,0.0605,0.3213018,0.407968,0.111,0.1942875,0.2830445,0.117,0.2885655,0.3258063,0.113,0.188352,0.2233399,0.136,0.138051,0.167123,0.0838,0.2377275,0.2761076,0.132,0.2932186,0.2574324,0.149
0.4,0.1803724,0.4758415,0.0942,0.2767676,0.3348115,0.168,0.3183718,0.4492527,0.099,0.3384829,0.3615415,0.0615,0.3290544,0.471203,0.0857,0.1520877,0.2615363,0.112,0.2855424,0.3133629,0.0945,0.1875734,0.2667061,0.134,0.1423567,0.1416028,0.0752,0.2112706,0.2942129,0.12,0.3036982,0.242091,0.134
0.42,0.1738456,0.4928114,0.093,0.2681774,0.3190575,0.16,0.3521315,0.4376136,0.0893,0.3600025,0.3167949,0.0641,0.2976069,0.483832,0.0876,0.1347888,0.2636023,0.118,0.2534074,0.2951644,0.0754,0.1980852,0.2880355,0.138,0.1645858,0.1762307,0.0697,0.1889135,0.3625977,0.103,0.3586098,0.1932425,0.135
0.44,0.1628711,0.4957241,0.087,0.2594936,0.3090609,0.14,0.3458744,0.444233,0.0985,0.3656118,0.3144801,0.0613,0.3223197,0.4724967,0.0902,0.1400702,0.2568537,0.108,0.2788236,0.2622783,0.0674,0.1962329,0.2929643,0.128,0.1735406,0.1934614,0.0616,0.1714333,0.4370936,0.0956,0.4057874,0.159752,0.144
0.45,0.1583571,0.4924291,0.0799,0.2548784,0.3268723,0.129,0.3203676,0.4425351,0.114,0.3645751,0.3227866,0.0595,0.3032562,0.4734251,0.0858,0.1346193,0.2416584,0.102,0.2883001,0.2574026,0.0677,0.2035946,0.2743007,0.115,0.16515,0.1915065,0.0564,0.1665735,0.4754184,0.0927,0.4334664,0.1714001,0.144
0.46,0.1542004,0.4867829,0.0727,0.2520899,0.3329137,0.117,0.3076094,0.4454565,0.125,0.3593692,0.3465153,0.0546,0.2866969,0.47777,0.0813,0.1416803,0.2334403,0.0926,0.2937402,0.2414467,0.0712,0.2203224,0.2510682,0.102,0.1688548,0.1848523,0.0568,0.1802772,0.4936174,0.0885,0.4322583,0.1834987,0.138
0.48,0.1541802,0.4692638,0.073,0.2724556,0.3310405,0.101,0.3611297,0.4626727,0.122,0.3387759,0.3903147,0.055,0.2707081,0.4806449,0.0709,0.1536733,0.238301,0.0979,0.296438,0.2302819,0.0759,0.2459664,0.2315857,0.0841,0.1664379,0.1687489,0.0661,0.1757139,0.458992,0.089,0.3851286,0.1836969,0.118
0.5,0.1598144,0.4490766,0.0823,0.2950405,0.3472261,0.0986,0.4089696,0.4376988,0.111,0.3184037,0.4014857,0.0525,0.2702022,0.4651576,0.0644,0.1949563,0.2763926,0.101,0.2872801,0.2590254,0.0665,0.2556511,0.2242561,0.0775,0.1452298,0.1649508,0.0702,0.1810572,0.3982263,0.0854,0.3318819,0.205899,0.13
0.55,0.1509554,0.4875044,0.0975,0.2903752,0.2827239,0.0932,0.4392436,0.3536175,0.1,0.3321715,0.3703986,0.0593,0.3397494,0.4055001,0.0609,0.2172495,0.2386802,0.0724,0.2457041,0.3376048,0.0612,0.3503853,0.2501601,0.0773,0.1568213,0.1908377,0.0623,0.2040985,0.3834805,0.134,0.3103189,0.2165599,0.13
0.6,0.1339702,0.4627693,0.0889,0.3234876,0.2619916,0.0987,0.3732338,0.3748735,0.0881,0.3554534,0.2869497,0.0604,0.4018128,0.376874,0.0585,0.2350864,0.1971392,0.0641,0.1917065,0.4146647,0.0692,0.312501,0.2924014,0.0644,0.1829619,0.2367075,0.0752,0.2152002,0.3891872,0.104,0.2635577,0.2243607,0.149
0.65,0.1169374,0.4037792,0.0786,0.2888192,0.276436,0.11,0.3809225,0.260968,0.0766,0.3395973,0.2772122,0.0555,0.4484668,0.3674804,0.051,0.3123721,0.1931472,0.0631,0.2051681,0.4532313,0.0458,0.2641798,0.2546957,0.0668,0.1187455,0.2159738,0.0686,0.1496463,0.4459235,0.111,0.1971074,0.2423872,0.13
0.667,0.1235327,0.3834549,0.0798,0.2629801,0.284742,0.106,0.382113,0.2493198,0.0692,0.3189766,0.2787992,0.0551,0.4604653,0.3787713,0.0566,0.2989161,0.206415,0.0655,0.2122857,0.4889248,0.0417,0.2543443,0.2581159,0.0663,0.1038956,0.1890675,0.0693,0.1452823,0.5211867,0.111,0.1594911,0.2079105,0.133
0.7,0.1335448,0.3535536,0.0821,0.2244781,0.2993347,0.0995,0.3777635,0.2506634,0.0655,0.2668844,0.252217,0.0533,0.4737007,0.404399,0.0608,0.269658,0.2290035,0.0592,0.2151394,0.5320255,0.0473,0.246189,0.2574186,0.0602,0.1050693,0.1676226,0.08,0.1302488,0.641389,0.0975,0.1802154,0.1394612,0.122
0.75,0.1548868,0.328919,0.0777,0.2180794,0.3115394,0.115,0.3910862,0.2585077,0.065,0.206549,0.2104762,0.0484,0.5217176,0.4531032,0.0498,0.250773,0.290593,0.0539,0.2399651,0.5426042,0.0527,0.2572342,0.2275132,0.063,0.09710472,0.1453185,0.0865,0.1303111,0.6676549,0.0725,0.2096547,0.1256237,0.12
0.8,0.1794963,0.3084785,0.0691,0.216445,0.3110247,0.121,0.3610936,0.2476335,0.0598,0.1781546,0.1913407,0.0483,0.5352004,0.5210495,0.0573,0.2116875,0.2535211,0.0558,0.2000347,0.4702028,0.0613,0.3251532,0.2090609,0.0755,0.06501041,0.1511142,0.0689,0.1507152,0.6234388,0.049,0.2076295,0.106489,0.129
0.85,0.1954188,0.2934576,0.0713,0.1916686,0.3022595,0.129,0.2889322,0.2387512,0.057,0.1756789,0.1730064,0.0554,0.5194749,0.5762198,0.064,0.2354286,0.2619464,0.0544,0.1358383,0.3685487,0.0703,0.3330736,0.2129402,0.0938,0.06401228,0.1413154,0.08,0.17731,0.5414247,0.0486,0.1808114,0.102699,0.13
